architecture,split,bit,scope_type,scope_value,ambiguous_excluded_from_split,records,positives,negatives,auroc,auprc,accuracy,balanced_accuracy,precision,recall,f1,false_positive_rate,false_negative_rate,true_positive,true_negative,false_positive,false_negative
polar,train,write_off,layer,14,109,40,9,31,0.8781362007168458,0.8366212247791196,0.875,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846153,0.0,0.5555555555555556,4,31,0,5
polar,train,write_off,layer,15,109,39,12,27,0.9938271604938271,0.9880952380952381,0.8974358974358975,0.8333333333333333,1.0,0.6666666666666666,0.8,0.0,0.3333333333333333,8,27,0,4
polar,train,write_off,layer,16,109,45,8,37,0.918918918918919,0.8014715608465608,0.9555555555555556,0.9239864864864865,0.875,0.875,0.875,0.02702702702702703,0.125,7,36,1,1
polar,train,write_off,layer,17,109,32,10,22,0.9272727272727272,0.8716117216117216,0.875,0.8272727272727273,0.875,0.7,0.7777777777777777,0.045454545454545456,0.3,7,21,1,3
polar,train,write_off,layer,18,109,21,10,11,0.9727272727272728,0.9697979797979799,0.7142857142857143,0.7,1.0,0.4,0.5714285714285715,0.0,0.6,4,11,0,6
polar,train,write_off,layer,19,109,33,6,27,0.8919753086419753,0.6757575757575758,0.8787878787878788,0.6666666666666666,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,2,27,0,4
polar,train,write_off,layer,20,109,29,14,15,0.9571428571428572,0.9635531135531136,0.7586206896551724,0.75,1.0,0.5,0.6666666666666666,0.0,0.5,7,15,0,7
polar,train,write_off,layer,21,109,21,5,16,0.8,0.7441558441558441,0.9047619047619048,0.8,1.0,0.6,0.7499999999999999,0.0,0.4,3,16,0,2
polar,train,write_off,layer,22,109,29,6,23,0.8913043478260869,0.8809523809523809,0.8275862068965517,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.0,0.8333333333333334,1,23,0,5
polar,train,write_off,layer,23,109,49,11,38,0.9282296650717703,0.8016135379771743,0.8367346938775511,0.6686602870813397,0.8,0.36363636363636365,0.5000000000000001,0.02631578947368421,0.6363636363636364,4,37,1,7
polar,train,write_off,layer,24,109,39,16,23,0.9524456521739131,0.8413814841204548,0.8461538461538461,0.8220108695652174,0.9166666666666666,0.6875,0.7857142857142857,0.043478260869565216,0.3125,11,22,1,5
polar,train,write_off,layer,25,109,25,10,15,0.94,0.9455555555555556,0.88,0.85,1.0,0.7,0.8235294117647058,0.0,0.3,7,15,0,3
polar,train,write_off,layer,26,109,40,13,27,0.9914529914529915,0.9855769230769231,0.975,0.9615384615384616,1.0,0.9230769230769231,0.9600000000000001,0.0,0.07692307692307693,12,27,0,1
polar,train,write_off,layer,27,109,16,0,16,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,16,0,0
polar,validation,read_off,overall,all,26,230,69,161,0.5278602934557566,0.33790375952004037,0.6826086956521739,0.5,0.3,0.043478260869565216,0.07594936708860758,0.043478260869565216,0.9565217391304348,3,154,7,66
polar,validation,read_off,dataset,gqa,26,79,25,54,0.5177777777777778,0.3231752687295917,0.6708860759493671,0.49074074074074076,0.0,0.0,0.0,0.018518518518518517,1.0,0,53,1,25
polar,validation,read_off,dataset,chartqa,26,76,22,54,0.6405723905723906,0.39168453122553115,0.6842105263157895,0.5084175084175084,0.3333333333333333,0.09090909090909091,0.14285714285714288,0.07407407407407407,0.9090909090909091,2,50,4,20
polar,validation,read_off,dataset,textvqa,26,75,22,53,0.46826758147512865,0.33293743331737774,0.6933333333333334,0.5038593481989708,0.3333333333333333,0.045454545454545456,0.08,0.03773584905660377,0.9545454545454546,1,51,2,21
polar,validation,read_off,depth,early,26,84,21,63,0.46409674981103555,0.2536712083267314,0.7380952380952381,0.49206349206349204,0.0,0.0,0.0,0.015873015873015872,1.0,0,62,1,21
polar,validation,read_off,depth,middle,26,77,23,54,0.5169082125603864,0.34958456069507904,0.6883116883116883,0.5281803542673108,0.42857142857142855,0.13043478260869565,0.2,0.07407407407407407,0.8695652173913043,3,50,4,20
polar,validation,read_off,depth,late,26,69,25,44,0.5690909090909091,0.44204588263886724,0.6086956521739131,0.4772727272727273,0.0,0.0,0.0,0.045454545454545456,1.0,0,42,2,25
polar,validation,read_off,layer,0,26,8,3,5,0.2,0.3194444444444444,0.625,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,3
polar,validation,read_off,layer,1,26,17,5,12,0.65,0.6148841354723709,0.7058823529411765,0.5,0.0,0.0,0.0,0.0,1.0,0,12,0,5
polar,validation,read_off,layer,2,26,3,1,2,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,2,0,1
polar,validation,read_off,layer,3,26,6,1,5,1.0,1.0,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,1
polar,validation,read_off,layer,4,26,7,2,5,0.3,0.30952380952380953,0.7142857142857143,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,2
polar,validation,read_off,layer,5,26,6,1,5,1.0,1.0,0.8333333333333334,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,1
polar,validation,read_off,layer,6,26,5,0,5,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,5,0,0
polar,validation,read_off,layer,7,26,11,3,8,0.4583333333333333,0.31666666666666665,0.7272727272727273,0.5,0.0,0.0,0.0,0.0,1.0,0,8,0,3
polar,validation,read_off,layer,8,26,9,1,8,0.625,0.25,0.7777777777777778,0.4375,0.0,0.0,0.0,0.125,1.0,0,7,1,1
polar,validation,read_off,layer,9,26,12,4,8,0.28125,0.33888888888888885,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,8,0,4
polar,validation,read_off,layer,10,26,1,0,1,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0
polar,validation,read_off,layer,11,26,4,1,3,0.3333333333333333,0.3333333333333333,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,1
polar,validation,read_off,layer,12,26,4,1,3,0.0,0.25,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,1
polar,validation,read_off,layer,13,26,12,3,9,0.7037037037037037,0.4583333333333333,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,9,0,3
polar,validation,read_off,layer,14,26,19,6,13,0.5,0.4682449494949495,0.7368421052631579,0.5833333333333334,1.0,0.16666666666666666,0.2857142857142857,0.0,0.8333333333333334,1,13,0,5
polar,validation,read_off,layer,15,26,11,4,7,0.30357142857142855,0.3151785714285714,0.5454545454545454,0.42857142857142855,0.0,0.0,0.0,0.14285714285714285,1.0,0,6,1,4
polar,validation,read_off,layer,16,26,13,6,7,0.4642857142857143,0.47014097014097017,0.46153846153846156,0.45238095238095233,0.4,0.3333333333333333,0.3636363636363636,0.42857142857142855,0.6666666666666666,2,4,3,4
polar,validation,read_off,layer,17,26,4,0,4,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,4,0,0
polar,validation,read_off,layer,18,26,9,2,7,0.9285714285714286,0.8333333333333333,0.7777777777777778,0.5,0.0,0.0,0.0,0.0,1.0,0,7,0,2
polar,validation,read_off,layer,19,26,8,3,5,0.26666666666666666,0.38690476190476186,0.5,0.4,0.0,0.0,0.0,0.2,1.0,0,4,1,3
polar,validation,read_off,layer,20,26,4,1,3,0.5,0.3333333333333333,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,1
polar,validation,read_off,layer,21,26,10,5,5,0.78,0.8083333333333333,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,5
polar,validation,read_off,layer,22,26,6,3,3,0.5555555555555556,0.5888888888888888,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0,2,1,3
polar,validation,read_off,layer,23,26,11,4,7,0.6071428571428571,0.69375,0.6363636363636364,0.5,0.0,0.0,0.0,0.0,1.0,0,7,0,4
polar,validation,read_off,layer,24,26,6,2,4,0.75,0.75,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,4,0,2
polar,validation,read_off,layer,25,26,10,4,6,0.7916666666666666,0.7333333333333333,0.6,0.5,0.0,0.0,0.0,0.0,1.0,0,6,0,4
polar,validation,read_off,layer,26,26,10,1,9,0.4444444444444444,0.16666666666666666,0.9,0.5,0.0,0.0,0.0,0.0,1.0,0,9,0,1
polar,validation,read_off,layer,27,26,4,2,2,0.0,0.41666666666666663,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0,2,0,2
polar,validation,write_off,overall,all,26,230,70,160,0.5875446428571428,0.36044052840800894,0.6826086956521739,0.5026785714285714,0.3333333333333333,0.04285714285714286,0.0759493670886076,0.0375,0.9571428571428572,3,154,6,67
polar,validation,write_off,dataset,gqa,26,77,23,54,0.6312399355877617,0.48508534752731003,0.7142857142857143,0.5217391304347826,1.0,0.043478260869565216,0.08333333333333333,0.0,0.9565217391304348,1,54,0,22
polar,validation,write_off,dataset,chartqa,26,77,23,54,0.5591787439613527,0.35037682424926236,0.6623376623376623,0.4971819645732689,0.2857142857142857,0.08695652173913043,0.13333333333333333,0.09259259259259259,0.9130434782608695,2,49,5,21
polar,validation,write_off,dataset,textvqa,26,76,24,52,0.6041666666666666,0.36056914090538084,0.6710526315789473,0.49038461538461536,0.0,0.0,0.0,0.019230769230769232,1.0,0,51,1,24
polar,validation,write_off,depth,early,26,88,33,55,0.5895316804407713,0.4936167032261925,0.6363636363636364,0.5212121212121212,0.6666666666666666,0.06060606060606061,0.1111111111111111,0.01818181818181818,0.9393939393939394,2,54,1,31
polar,validation,write_off,depth,middle,26,76,23,53,0.5459392945036915,0.33009237125272434,0.6578947368421053,0.48400328137817883,0.2,0.043478260869565216,0.07142857142857142,0.07547169811320754,0.9565217391304348,1,49,4,22
polar,validation,write_off,depth,late,26,66,14,52,0.6510989010989011,0.33084543971762015,0.7727272727272727,0.49038461538461536,0.0,0.0,0.0,0.019230769230769232,1.0,0,51,1,14
polar,validation,write_off,layer,0,26,10,5,5,0.44,0.49777777777777776,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,5
polar,validation,write_off,layer,1,26,17,7,10,0.7285714285714285,0.696578631452581,0.6470588235294118,0.5714285714285714,1.0,0.14285714285714285,0.25,0.0,0.8571428571428571,1,10,0,6
polar,validation,write_off,layer,2,26,4,1,3,0.3333333333333333,0.3333333333333333,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,1
polar,validation,write_off,layer,3,26,6,2,4,0.5,0.45,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,4,0,2
polar,validation,write_off,layer,4,26,8,3,5,0.7333333333333333,0.7222222222222223,0.625,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,3
polar,validation,write_off,layer,5,26,6,2,4,1.0,1.0,0.8333333333333334,0.75,1.0,0.5,0.6666666666666666,0.0,0.5,1,4,0,1
polar,validation,write_off,layer,6,26,5,2,3,0.0,0.325,0.6,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,2
polar,validation,write_off,layer,7,26,11,3,8,0.7083333333333334,0.4444444444444445,0.6363636363636364,0.4375,0.0,0.0,0.0,0.125,1.0,0,7,1,3
polar,validation,write_off,layer,8,26,9,4,5,0.5,0.6,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,1.0,0,5,0,4
polar,validation,write_off,layer,9,26,12,4,8,0.3125,0.3464646464646465,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,8,0,4
polar,validation,write_off,layer,10,26,1,0,1,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,1,0,0
polar,validation,write_off,layer,11,26,4,1,3,1.0,1.0,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,1
polar,validation,write_off,layer,12,26,4,1,3,0.3333333333333333,0.3333333333333333,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0,3,0,1
polar,validation,write_off,layer,13,26,12,4,8,0.5,0.4575757575757575,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,8,0,4
polar,validation,write_off,layer,14,26,18,7,11,0.5194805194805194,0.4247990105132962,0.6111111111111112,0.5,0.0,0.0,0.0,0.0,1.0,0,11,0,7
polar,validation,write_off,layer,15,26,11,4,7,0.4107142857142857,0.5075757575757576,0.7272727272727273,0.625,1.0,0.25,0.4,0.0,0.75,1,7,0,3
polar,validation,write_off,layer,16,26,13,1,12,0.5,0.14285714285714285,0.6153846153846154,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.0,0,8,4,1
polar,validation,write_off,layer,17,26,4,2,2,0.25,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0,2,0,2
polar,validation,write_off,layer,18,26,9,3,6,0.8333333333333334,0.6388888888888888,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,6,0,3
polar,validation,write_off,layer,19,26,8,1,7,0.0,0.125,0.875,0.5,0.0,0.0,0.0,0.0,1.0,0,7,0,1
polar,validation,write_off,layer,20,26,4,0,4,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,4,0,0
polar,validation,write_off,layer,21,26,8,1,7,1.0,1.0,0.875,0.5,0.0,0.0,0.0,0.0,1.0,0,7,0,1
polar,validation,write_off,layer,22,26,6,2,4,0.25,0.325,0.6666666666666666,0.5,0.0,0.0,0.0,0.0,1.0,0,4,0,2
polar,validation,write_off,layer,23,26,10,3,7,0.9047619047619048,0.8055555555555556,0.7,0.5,0.0,0.0,0.0,0.0,1.0,0,7,0,3
polar,validation,write_off,layer,24,26,6,0,6,nan,nan,0.8333333333333334,0.4166666666666667,0.0,0.0,0.0,0.16666666666666666,0.0,0,5,1,0
polar,validation,write_off,layer,25,26,10,3,7,0.6190476190476191,0.6111111111111112,0.7,0.5,0.0,0.0,0.0,0.0,1.0,0,7,0,3
polar,validation,write_off,layer,26,26,10,4,6,0.5416666666666666,0.4694444444444444,0.6,0.5,0.0,0.0,0.0,0.0,1.0,0,6,0,4
polar,validation,write_off,layer,27,26,4,0,4,nan,nan,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0,4,0,0
online,train,read_off,overall,all,99,925,284,641,0.9959460350244995,0.9841091663434606,0.9751351351351352,0.9820592823712948,0.9250814332247557,1.0,0.961082910321489,0.0358814352574103,0.0,284,618,23,0
online,train,read_off,dataset,gqa,99,315,101,214,0.9955121680392338,0.9784832490900011,0.9714285714285714,0.9789719626168225,0.9181818181818182,1.0,0.957345971563981,0.04205607476635514,0.0,101,205,9,0
online,train,read_off,dataset,chartqa,99,308,94,214,0.9950785444422351,0.9844430480918728,0.974025974025974,0.9813084112149533,0.9215686274509803,1.0,0.9591836734693878,0.037383177570093455,0.0,94,206,8,0
online,train,read_off,dataset,textvqa,99,302,89,213,0.9962546816479401,0.9885672923859692,0.9801324503311258,0.9859154929577465,0.9368421052631579,1.0,0.967391304347826,0.028169014084507043,0.0,89,207,6,0
online,train,read_off,depth,early,99,305,87,218,0.9942528735632183,0.973593014429314,0.980327868852459,0.9862385321100917,0.9354838709677419,1.0,0.9666666666666666,0.027522935779816515,0.0,87,212,6,0
online,train,read_off,depth,middle,99,331,102,229,0.9995290692696293,0.9989505073165251,0.9667673716012085,0.9759825327510917,0.9026548672566371,1.0,0.9488372093023255,0.048034934497816595,0.0,102,218,11,0
online,train,read_off,depth,late,99,289,95,194,0.994519804666305,0.984459949207263,0.9792387543252595,0.9845360824742269,0.9405940594059405,1.0,0.9693877551020408,0.030927835051546393,0.0,95,188,6,0
online,train,read_off,layer,0,99,39,4,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,35,0,0
online,train,read_off,layer,1,99,39,12,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12,27,0,0
online,train,read_off,layer,2,99,22,7,15,0.9523809523809523,0.8736394557823128,0.9545454545454546,0.9666666666666667,0.875,1.0,0.9333333333333333,0.06666666666666667,0.0,7,14,1,0
online,train,read_off,layer,3,99,23,6,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6,17,0,0
online,train,read_off,layer,4,99,34,12,22,1.0,1.0,0.9411764705882353,0.9545454545454546,0.8571428571428571,1.0,0.923076923076923,0.09090909090909091,0.0,12,20,2,0
online,train,read_off,layer,5,99,15,6,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6,9,0,0
online,train,read_off,layer,6,99,34,7,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,27,0,0
online,train,read_off,layer,7,99,40,15,25,0.9866666666666667,0.9759432234432235,0.925,0.94,0.8333333333333334,1.0,0.9090909090909091,0.12,0.0,15,22,3,0
online,train,read_off,layer,8,99,25,7,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,7,18,0,0
online,train,read_off,layer,9,99,34,11,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,23,0,0
online,train,read_off,layer,10,99,27,5,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,22,0,0
online,train,read_off,layer,11,99,34,10,24,1.0,1.0,0.9411764705882353,0.9583333333333333,0.8333333333333334,1.0,0.9090909090909091,0.08333333333333333,0.0,10,22,2,0
online,train,read_off,layer,12,99,45,17,28,0.9978991596638656,0.9967320261437909,0.9333333333333333,0.9464285714285714,0.85,1.0,0.9189189189189189,0.10714285714285714,0.0,17,25,3,0
online,train,read_off,layer,13,99,40,11,29,1.0,1.0,0.975,0.9827586206896552,0.9166666666666666,1.0,0.9565217391304348,0.034482758620689655,0.0,11,28,1,0
online,train,read_off,layer,14,99,42,16,26,1.0,1.0,0.9523809523809523,0.9615384615384616,0.8888888888888888,1.0,0.9411764705882353,0.07692307692307693,0.0,16,24,2,0
online,train,read_off,layer,15,99,41,12,29,1.0,1.0,0.975609756097561,0.9827586206896552,0.9230769230769231,1.0,0.9600000000000001,0.034482758620689655,0.0,12,28,1,0
online,train,read_off,layer,16,99,48,18,30,1.0,1.0,0.9583333333333334,0.9666666666666667,0.9,1.0,0.9473684210526316,0.06666666666666667,0.0,18,28,2,0
online,train,read_off,layer,17,99,33,9,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9,24,0,0
online,train,read_off,layer,18,99,21,4,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,17,0,0
online,train,read_off,layer,19,99,35,17,18,1.0,1.0,0.9714285714285714,0.9722222222222222,0.9444444444444444,1.0,0.9714285714285714,0.05555555555555555,0.0,17,17,1,0
online,train,read_off,layer,20,99,27,5,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,22,0,0
online,train,read_off,layer,21,99,26,9,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9,17,0,0
online,train,read_off,layer,22,99,29,11,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,18,0,0
online,train,read_off,layer,23,99,51,22,29,0.9733542319749217,0.9602997023490575,0.9607843137254902,0.9655172413793103,0.9166666666666666,1.0,0.9565217391304348,0.06896551724137931,0.0,22,27,2,0
online,train,read_off,layer,24,99,39,9,30,1.0,1.0,0.9743589743589743,0.9833333333333334,0.9,1.0,0.9473684210526316,0.03333333333333333,0.0,9,29,1,0
online,train,read_off,layer,25,99,26,3,23,1.0,1.0,0.9230769230769231,0.9565217391304348,0.6,1.0,0.7499999999999999,0.08695652173913043,0.0,3,21,2,0
online,train,read_off,layer,26,99,40,11,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,29,0,0
online,train,read_off,layer,27,99,16,8,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8,8,0,0
online,train,write_off,overall,all,109,915,275,640,0.9994147727272727,0.9985772699554998,0.9759562841530055,0.9828125,0.9259259259259259,1.0,0.9615384615384615,0.034375,0.0,275,618,22,0
online,train,write_off,dataset,gqa,109,303,89,214,1.0,1.0,0.9702970297029703,0.9789719626168225,0.9081632653061225,1.0,0.9518716577540107,0.04205607476635514,0.0,89,205,9,0
online,train,write_off,dataset,chartqa,109,306,92,214,0.997054043071922,0.9921421243626413,0.9673202614379085,0.9766355140186915,0.9019607843137255,1.0,0.9484536082474228,0.04672897196261682,0.0,92,204,10,0
online,train,write_off,dataset,textvqa,109,306,94,212,1.0,1.0,0.9901960784313726,0.9929245283018868,0.9690721649484536,1.0,0.9842931937172774,0.014150943396226415,0.0,94,209,3,0
online,train,write_off,depth,early,109,313,101,212,0.9996263777321128,0.9992202070424052,0.9616613418530351,0.9716981132075472,0.8938053097345132,1.0,0.9439252336448598,0.05660377358490566,0.0,101,200,12,0
online,train,write_off,depth,middle,109,321,93,228,0.999669873608753,0.9991938454248435,0.9750778816199377,0.9824561403508771,0.9207920792079208,1.0,0.9587628865979382,0.03508771929824561,0.0,93,220,8,0
online,train,write_off,depth,late,109,281,81,200,1.0,1.0,0.9928825622775801,0.995,0.9759036144578314,1.0,0.9878048780487805,0.01,0.0,81,198,2,0
online,train,write_off,layer,0,109,45,22,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,22,23,0,0
online,train,write_off,layer,1,109,38,11,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,11,27,0,0
